Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score,value_index,value_segment
SAMSUNG,Ultrabook,15.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,0,0,0,256,1.23,Light,Premium,98514.72,No,0.7183333333333334,7.2916345225701636e-06,Low Value
DELL,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.6,Medium,Premium,90043.2,No,0.665,7.385343923805463e-06,Low Value
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,1024,0,0,1024,2.0,Medium,Budget,21258.1872,No,0.1133333333333333,5.331279298045381e-06,Low Value
XIAOMI,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,6.0,2.0,4,NVIDIA,8,256,0,0,0,256,1.28,Light,Mid-Range,49816.8,No,0.5650000000000001,1.1341555459202519e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,4,128,1024,0,0,1152,2.18,Medium,Mid-Range,48618.0,No,0.5258333333333333,1.0815610130678623e-05,Balanced
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,256,0,0,0,256,2.04,Medium,Mid-Range,44701.92,No,0.5383333333333333,1.2042734033198872e-05,High Value
HP,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,4,256,0,0,0,256,1.28,Light,Premium,90576.0,No,0.5383333333333333,5.943443443443444e-06,Low Value
HP,2 in 1 Convertible,15.6,1366,768,Standard,1,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.3,Heavy,Budget,36486.14399999999,No,0.5133333333333333,1.406926786599684e-05,High Value
ASUS,Notebook,14.1,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.65,Medium,Budget,18541.44,No,0.1133333333333333,6.112434273353812e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,35644.32,No,0.64,1.7955174905847553e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,19660.32,No,0.1133333333333333,5.764572160236115e-06,Low Value
HP,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,4,256,0,0,0,256,1.28,Light,Premium,95850.72,No,0.5383333333333333,5.616372347889857e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,24279.696,No,0.4133333333333333,1.702382654763607e-05,High Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,12,128,1024,0,0,1152,2.2,Heavy,Mid-Range,72988.272,No,0.5791666666666666,7.935064782279907e-06,Balanced
ACER,Netbook,11.6,1366,768,IPS,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.25,Light,Budget,15824.16,No,0.1133333333333333,7.162044199081234e-06,Low Value
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,AMD,A4-Series,,2.0,1,AMD,4,0,500,0,0,500,2.8,Heavy,Budget,20193.12,No,0.2133333333333333,1.0564654364126658e-05,Balanced
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,128,0,0,0,128,1.95,Medium,Mid-Range,67399.2,No,0.5258333333333333,7.801774106121932e-06,Low Value
HP,2 in 1 Convertible,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,7.0,2.0,5,Intel,16,256,0,0,0,256,1.42,Medium,Mid-Range,74538.72,No,0.7183333333333334,9.637049486942269e-06,Balanced
SAMSUNG,Ultrabook,15.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.17,Light,Premium,90522.72,No,0.665,7.346222031330919e-06,Low Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.32,Medium,Premium,95850.72,No,0.5650000000000001,5.894582742831771e-06,Low Value
MSI,Gaming,17.3,3840,2160,IPS,0,UHD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,2048,0,0,2560,2.43,Heavy,Premium,141138.72,Yes,0.7433333333333334,5.266686089638148e-06,Low Value
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.05,Light,Mid-Range,78588.0,No,0.5650000000000001,7.189392782613123e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.62,Heavy,Mid-Range,49497.12,No,0.64,1.2930045222833167e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.04,Medium,Mid-Range,47952.0,No,0.64,1.334668001334668e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,32713.92,No,0.4133333333333333,1.2634784621755305e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,500,0,0,500,1.9,Medium,Mid-Range,49816.8,No,0.54,1.0839716722069663e-05,Balanced
DELL,2 in 1 Convertible,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,,1.0,5,Intel,8,512,0,0,0,512,1.24,Light,Premium,107257.968,No,0.5900000000000001,5.500756829553214e-06,Low Value
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,32,512,0,0,0,512,3.58,Heavy,Mid-Range,68145.12,No,0.8500000000000001,1.2473380338900278e-05,High Value
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,,1.0,5,Intel,16,256,0,0,0,256,1.22,Light,Premium,87858.72,No,0.6183333333333334,7.0378140420590396e-06,Low Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,0,0,256,0,256,1.13,Light,Premium,109170.72,No,0.64,5.862377751103959e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,512,0,0,0,512,1.95,Medium,Premium,104588.1072,No,0.5900000000000001,5.641176762782069e-06,Low Value
LG,Ultrabook,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.08,Light,Premium,111834.72,No,0.7433333333333334,6.646713411839663e-06,Low Value
HP,Netbook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.26,Light,Mid-Range,79014.23999999999,No,0.6900000000000001,8.73260313583982e-06,Balanced
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,2.2,Heavy,Budget,19127.52,No,0.1133333333333333,5.925145200911216e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,6.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.6,Heavy,Mid-Range,42037.92,No,0.5525,1.3142895747458485e-05,High Value
LG,Ultrabook,14.0,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,0.98,Light,Premium,101178.72,No,0.6900000000000001,6.8196158243551615e-06,Low Value
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,64202.4,No,0.5650000000000001,8.800294070003614e-06,Balanced
HP,Ultrabook,12.5,3840,2160,Standard,1,UHD,Intel,Core M,,1.0,3,Intel,8,240,0,0,0,240,1.09,Light,Premium,165168.0,Yes,0.3634374999999999,2.200411096580451e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,6,256,0,0,0,256,2.2,Heavy,Mid-Range,42037.92,No,0.6516666666666667,1.5501877035463855e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.04,Medium,Mid-Range,54291.78719999999,No,0.665,1.2248629752236267e-05,High Value
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,0,1024,0,0,1024,2.4,Heavy,Budget,26586.72,No,0.4133333333333333,1.5546608732981475e-05,High Value
LENOVO,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,128,0,0,0,128,1.44,Medium,Mid-Range,46939.68,No,0.5258333333333333,1.1202320368041137e-05,Balanced
HP,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.49,Medium,Mid-Range,51148.8,No,0.5650000000000001,1.1046202452452452e-05,Balanced
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.7,Heavy,Premium,85194.72,No,0.7183333333333334,8.431664935729976e-06,Balanced
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,2.6,Heavy,Mid-Range,71874.72,No,0.7058333333333333,9.82032811165502e-06,Balanced
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,59668.804800000005,No,0.5525,9.259444727473407e-06,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,36496.2672,No,0.5133333333333333,1.406536538436274e-05,High Value
HP,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,AMD,8,256,0,0,0,256,1.84,Medium,Mid-Range,69103.62719999999,No,0.665,9.623228576343097e-06,Balanced
HP,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.39,Medium,Mid-Range,61218.72,No,0.665,1.0862690366606816e-05,Balanced
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,256,0,0,0,256,2.4,Heavy,Premium,105228.0,No,0.7183333333333334,6.826446699864422e-06,Low Value
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,512,0,0,0,512,1.37,Medium,Premium,97236.0,No,0.5900000000000001,6.067711547163603e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.95,Medium,Budget,38889.072,No,0.5133333333333333,1.3199937847149794e-05,High Value
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.36,Medium,Premium,87912.0,No,0.665,7.564382564382565e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,2.31,Heavy,Mid-Range,62071.2,No,0.5650000000000001,9.102450089574554e-06,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,37725.4368,No,0.5133333333333333,1.360708786633143e-05,High Value
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.95,Medium,Mid-Range,61218.72,No,0.5133333333333333,8.385234668959647e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,16463.52,No,0.1133333333333333,6.883906560281962e-06,Low Value
HP,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.26,Light,Premium,84129.12,No,0.5133333333333333,6.101731877539351e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,1024,0,0,1024,1.86,Medium,Budget,15392.592,No,0.1133333333333333,7.362849176625567e-06,Low Value
LENOVO,2 in 1 Convertible,13.3,3200,1800,IPS,1,Quad HD+,Intel,i7,6.0,2.0,5,Intel,16,1024,0,0,0,1024,1.3,Medium,Premium,95850.72,No,0.7933333333333333,8.276759249521896e-06,Balanced
TOSHIBA,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,128,0,0,0,128,1.47,Medium,Mid-Range,58874.4,No,0.5258333333333333,8.931442754972166e-06,Balanced
HP,Netbook,12.5,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.26,Light,Premium,88924.31999999999,No,0.5650000000000001,6.353717408241076e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,29762.208,No,0.4133333333333333,1.388785849938732e-05,High Value
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,63882.72,No,0.6525,1.0214029709442554e-05,Balanced
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Premium,87325.92,No,0.5650000000000001,6.470014859276605e-06,Low Value
DELL,Gaming,17.3,2560,1440,Standard,0,Quad HD+,Intel,i7,6.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,4.36,Heavy,Premium,146946.24,Yes,0.7433333333333334,5.0585393224987144e-06,Low Value
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i5,6.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.75,Heavy,Mid-Range,74538.72,No,0.5525,7.4122549998175444e-06,Low Value
ASUS,Notebook,17.3,1600,900,Standard,0,HD+,Intel,Pentium,,1.0,1,NVIDIA,4,0,1024,0,0,1024,2.8,Heavy,Budget,28238.4,No,0.1133333333333333,4.013447409673823e-06,Low Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.23,Heavy,Budget,32980.32,No,0.5133333333333333,1.5564837858860477e-05,High Value
TOSHIBA,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,2.2,Heavy,Mid-Range,59620.32,No,0.5650000000000001,9.476634811755456e-06,Balanced
LENOVO,2 in 1 Convertible,11.3,1920,1080,IPS,1,Full HD,Intel,Core M,,1.0,3,Intel,8,256,0,0,0,256,1.1,Light,Mid-Range,69210.72,No,0.365,5.273749500077445e-06,Low Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,AMD,FX,,2.0,5,AMD,16,512,1024,0,0,1536,2.5,Heavy,Mid-Range,53226.72,No,0.7433333333333334,1.3965416868319772e-05,High Value
DELL,Ultrabook,12.5,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Mid-Range,78438.816,No,0.5650000000000001,7.203066400186357e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,36496.8,No,0.64,1.7535783959141623e-05,High Value
DELL,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.36,Heavy,Budget,35111.52,No,0.4133333333333333,1.1772014806916173e-05,High Value
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.68,Medium,Budget,18594.72,No,0.1133333333333333,6.094920135034746e-06,Low Value
HP,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,8,0,0,0,8,2.0,Medium,Premium,119826.72,No,0.64078125,5.347565634776617e-06,Low Value
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.36,Medium,Premium,94572.0,No,0.665,7.031679566890835e-06,Low Value
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,77788.8,No,0.5650000000000001,7.263256407092024e-06,Low Value
ASUS,2 in 1 Convertible,12.5,1920,1080,Standard,0,Full HD,Intel,Core M,,1.0,3,Intel,8,0,0,64,0,64,1.2,Light,Mid-Range,61751.52,No,0.3399999999999999,5.505937343728542e-06,Low Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.7,Medium,Mid-Range,79333.3872,No,0.665,8.382347249633128e-06,Balanced
DELL,Gaming,17.3,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,4.36,Heavy,Premium,168045.12,Yes,0.7433333333333334,4.423415171671355e-06,Low Value
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,,1.0,4,Intel,8,256,0,0,0,256,1.24,Light,Premium,101178.72,No,0.4650000000000001,4.595828055543696e-06,Low Value
HP,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Pentium,,1.0,1,Intel,4,256,0,0,0,256,1.45,Medium,Mid-Range,41292.0,No,0.1383333333333333,3.350124317866253e-06,Low Value
DELL,Ultrabook,13.3,3200,1800,Standard,0,Quad HD+,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.3,Medium,Mid-Range,67559.04,No,0.665,9.843242295923685e-06,Balanced
ACER,2 in 1 Convertible,11.6,1366,768,IPS,1,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.25,Light,Budget,20725.92,No,0.1133333333333333,5.468193128861508e-06,Low Value
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Premium,81784.8,No,0.5650000000000001,6.908374172217821e-06,Low Value
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Premium,93772.8,No,0.5650000000000001,6.025201337701338e-06,Low Value
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,12,128,1024,0,0,1152,2.4,Heavy,Mid-Range,53759.52,No,0.5791666666666666,1.0773285674177646e-05,Balanced
TOSHIBA,Ultrabook,12.5,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.1,Light,Premium,95371.2,No,0.6900000000000001,7.2348885198047215e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.04,Medium,Mid-Range,45101.52,No,0.54,1.1972988936958225e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.25,Heavy,Budget,24808.2336,No,0.4133333333333333,1.6661135169790293e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.9,Medium,Mid-Range,43956.0,No,0.5133333333333333,1.1678345011678344e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,0,500,0,0,500,2.04,Medium,Budget,36496.8,No,0.4133333333333333,1.132519380694563e-05,Balanced
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,32,256,1024,0,0,1280,4.42,Heavy,Premium,167778.72,Yes,0.8250000000000001,4.917190928623129e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,6,256,0,0,0,256,2.4,Heavy,Budget,37029.6,No,0.5516666666666666,1.4897991516696553e-05,High Value
DELL,2 in 1 Convertible,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,,1.0,5,Intel,16,512,0,0,0,512,1.22,Light,Premium,101178.72,No,0.6433333333333334,6.358385768601673e-06,Low Value
DELL,Ultrabook,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.5,Medium,Premium,104587.57439999998,No,0.665,6.358307894747391e-06,Low Value
DELL,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,32,256,1024,0,0,1280,4.42,Heavy,Premium,149184.0,Yes,0.8250000000000001,5.530083655083656e-06,Low Value
TOSHIBA,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.95,Medium,Mid-Range,62870.4,No,0.5650000000000001,8.986740978266402e-06,Balanced
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.73,Heavy,Premium,109218.672,No,0.7183333333333334,6.577019480087922e-06,Low Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.04,Medium,Mid-Range,52161.12,No,0.5525,1.059218053600076e-05,Balanced
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,0,0,508,508,1.7,Medium,Mid-Range,53386.56,No,0.5133333333333333,9.615403826980673e-06,Balanced
ASUS,2 in 1 Convertible,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,2048,0,0,2560,2.3,Heavy,Premium,95850.72,No,0.7433333333333334,7.75511475900581e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,7.0,2.0,5,Intel,6,0,1024,0,0,1024,2.04,Medium,Budget,30849.12,No,0.6266666666666667,2.031392359544346e-05,High Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.99,Heavy,Premium,93186.72,No,0.7183333333333334,7.70853758275142e-06,Low Value
DELL,2 in 1 Convertible,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,12,512,0,0,0,512,2.19,Medium,Mid-Range,69210.72,No,0.7166666666666667,1.0354850616590417e-05,Balanced
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,128,0,0,0,128,1.2,Light,Mid-Range,63669.6,No,0.5258333333333333,8.258781794346647e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,4,AMD,6,256,0,0,0,256,2.2,Heavy,Budget,29250.72,No,0.6516666666666667,2.227865388156827e-05,High Value
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,256,0,0,0,256,2.3,Heavy,Budget,34578.72,No,0.5383333333333333,1.556834183952828e-05,High Value
TOSHIBA,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.75,Medium,Mid-Range,48751.2,No,0.5133333333333333,1.0529655338398508e-05,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,4,0,500,0,0,500,2.25,Heavy,Budget,31914.72,No,0.5133333333333333,1.608453194429822e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.04,Medium,Mid-Range,42943.68,No,0.54,1.2574609348802899e-05,High Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,63349.92,No,0.6525,1.0299934080421884e-05,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,7.0,2.0,5,AMD,8,0,1024,0,0,1024,2.36,Heavy,Budget,39906.72,No,0.64,1.603739921496931e-05,High Value
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.6,Medium,Mid-Range,59620.32,No,0.5525,9.266974749548476e-06,Balanced
HP,Netbook,12.5,1920,1080,Standard,0,Full HD,Intel,Core M,,1.0,3,Intel,8,512,0,0,0,512,0.97,Light,Premium,101658.24,No,0.3899999999999999,3.836383553364684e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,4,128,1024,0,0,1152,2.1,Medium,Budget,26586.72,No,0.4258333333333333,1.601676827127729e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.9,Medium,Budget,14418.6336,No,0.1258333333333333,8.727133015803475e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,71874.72,No,0.5650000000000001,7.860900188550301e-06,Balanced
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.68,Medium,Mid-Range,47365.92,No,0.5650000000000001,1.1928407597698938e-05,High Value
ASUS,Notebook,13.3,3200,1800,Standard,0,Quad HD+,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,61272.0,No,0.5650000000000001,9.22117769943857e-06,Balanced
HP,Ultrabook,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.11,Light,Mid-Range,71874.72,No,0.665,9.252209956435308e-06,Balanced
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,20246.4,No,0.1133333333333333,5.597702966124016e-06,Low Value
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.5,Heavy,Premium,95850.72,No,0.7183333333333334,7.494292513747767e-06,Low Value
