Company,laptop_type,screen_size_inch,display_resolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_model,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,price_band,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,suspect_flag,data_quality_score,data_quality_category,is_price_outlier
DELL,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,4.36kg,133467.4656,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,128,1024,0,0,1152,4.36,Heavy,No,14,Excellent,No
DELL,Notebook,14,1366x768,"Intel Core i5 6200U 2.3GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,1.76kg,40226.4,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,1.76,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.1kg,26101.872,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,2.10,Medium,No,14,Excellent,No
TOSHIBA,Ultrabook,14,1366x768,"Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.25kg,58075.2,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,128,0,0,0,128,1.25,Light,No,14,Excellent,No
LENOVO,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"512GB SSD","Intel HD Graphics 620",Windows,1.13kg,133146.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,512,0,0,0,512,1.13,Light,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2.4kg,63882.72,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,2.40,Heavy,No,14,Excellent,No
LENOVO,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB Flash Storage","Intel HD Graphics 620",Windows,1.13kg,99900,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,8,0,0,256,0,256,1.13,Light,No,14,Excellent,No
TOSHIBA,Notebook,14,1366x768,"Intel Pentium Dual Core 4405U 2.1GHz",4GB,"128GB SSD","Intel HD Graphics 510",Windows,1.75kg,26586.719999999998,1366,768,NULL,No,HD,Intel,Pentium,4405U,NULL,2.00,Entry,Intel,Budget,4,128,0,0,0,128,1.75,Medium,No,14,Excellent,No
ASUS,"2 in 1 Convertible",13.3,"Touchscreen / Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.1kg,72354.23999999999,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.10,Light,No,14,Excellent,No
DELL,Notebook,14,1366x768,"Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,1.76kg,31168.8,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,1.76,Medium,No,14,Excellent,No
ACER,Netbook,11.6,"IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4GB,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.35kg,18914.399999999998,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.35,Medium,No,14,Excellent,No
ACER,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",8GB,"128GB SSD","Intel HD Graphics 620",Windows,1.5kg,32980.32,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,8,128,0,0,0,128,1.50,Medium,No,14,Excellent,No
RAZER,Gaming,17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz",32GB,"512GB SSD","Nvidia GeForce GTX 1080",Windows,3.49kg,292986.72,3840,2160,NULL,Yes,UHD,Intel,i7,7820HK,7,2.00,High,NVIDIA,Premium,32,512,0,0,0,512,3.49,Heavy,No,14,Excellent,Yes
LENOVO,Ultrabook,14,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz",16GB,"512GB SSD","Intel HD Graphics 520",Windows,1.1kg,111834.72,2560,1440,NULL,No,"Quad HD+",Intel,i7,6600U,6,2.00,High,Intel,Premium,16,512,0,0,0,512,1.10,Light,No,14,Excellent,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"1TB HDD","Nvidia GeForce 920",Linux,2.1kg,27652.32,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
LENOVO,Notebook,14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.7kg,63190.079999999994,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.70,Medium,No,14,Excellent,No
LENOVO,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.32kg,87912,1920,1080,NULL,No,"Full HD",Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.32,Medium,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,3.21kg,147832.28639999998,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,3.21,Heavy,No,14,Excellent,Yes
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,2.9kg,128884.31999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,2.90,Heavy,No,14,Excellent,No
TOSHIBA,Notebook,15.6,1366x768,"Intel Core i3 7100U 2.4GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,2.0kg,35644.32,1366,768,NULL,No,HD,Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,0,500,0,0,500,2.00,Medium,No,14,Excellent,No
LENOVO,Notebook,14,1366x768,"Intel Celeron Quad Core N3160 1.6GHz",4GB,"16GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.5kg,17316,1366,768,NULL,No,HD,Intel,Celeron,3160,NULL,1.00,Entry,Intel,Budget,4,0,0,16,0,16,1.50,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"128GB HDD","Intel HD Graphics 620",Windows,2.3kg,31435.199999999997,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,8,0,128,0,0,128,2.30,Heavy,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.73kg,95850.72,1920,1080,NULL,No,"Full HD",Intel,i7,6700HQ,6,2.00,High,NVIDIA,Premium,16,512,1024,0,0,1536,2.73,Heavy,No,14,Excellent,No
DELL,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",32GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.42kg,163723.57919999998,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,32,512,1024,0,0,1536,4.42,Heavy,No,14,Excellent,Yes
HP,Notebook,17.3,1600x900,"Intel Core i5 7200U 2.5GHz",8GB,"1TB HDD","Nvidia GeForce 930MX",Windows,2.63kg,48484.799999999996,1600,900,NULL,No,HD+,Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.63,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"128GB SSD","Intel HD Graphics 620",Windows,2.18kg,38041.3872,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,8,128,0,0,0,128,2.18,Medium,No,14,Excellent,No
HP,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8GB,"512GB SSD","Intel HD Graphics 520",Windows,1.54kg,99633.59999999999,1920,1080,NULL,No,"Full HD",Intel,i7,6500U,6,2.00,High,Intel,Premium,8,512,0,0,0,512,1.54,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4GB,"256GB SSD","AMD Radeon R5 M420",Windows,2.18kg,39373.92,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Budget,4,256,0,0,0,256,2.18,Medium,No,14,Excellent,No
HP,"2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500","Chrome OS",1.4kg,32767.199999999997,1366,768,NULL,Yes,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.40,Medium,No,14,Excellent,No
ASUS,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"512GB SSD","Nvidia GeForce 940M",Windows,1.45kg,54665.28,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,NVIDIA,Mid-Range,8,512,0,0,0,512,1.45,Medium,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.28kg,121318.56,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.28,Light,No,14,Excellent,No
HP,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8GB,"512GB SSD","Intel HD Graphics 520",Windows,1.54kg,78215.04,1920,1080,NULL,No,"Full HD",Intel,i7,6500U,6,2.00,High,Intel,Mid-Range,8,512,0,0,0,512,1.54,Medium,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4GB,"128GB SSD","Intel HD Graphics 400","Not Specified",1.86kg,15930.72,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,128,0,0,0,128,1.86,Medium,No,14,Excellent,No
ASUS,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.1kg,101178.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,128,1024,0,0,1152,2.10,Medium,No,14,Excellent,No
DELL,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","AMD Radeon R7 M445",Linux,2.83kg,46087.2,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Mid-Range,8,0,1024,0,0,1024,2.83,Heavy,No,14,Excellent,No
LENOVO,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia GeForce GT 940MX",Windows,1.96kg,101391.84,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,1.96,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Nvidia GeForce GTX 930MX",Windows,2.3kg,41931.36,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,2.30,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"128GB SSD","Intel HD Graphics 620",Windows,1.9kg,50349.6,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,128,0,0,0,128,1.90,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 505",Windows,2kg,23922.719999999998,1366,768,NULL,No,HD,Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,2.00,Medium,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.28kg,136343.52,1920,1080,NULL,Yes,"Full HD",Intel,i7,7600U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.28,Light,No,14,Excellent,Yes
DELL,Notebook,13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"1TB HDD","Intel HD Graphics 520",Windows,1.62kg,34578.72,1920,1080,NULL,Yes,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Budget,8,0,1024,0,0,1024,1.62,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2.0GHz",4GB,"1TB HDD","Intel HD Graphics 520","Not Specified",2.2kg,24988.32,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"1TB HDD","Intel HD Graphics 620",Windows,2.3kg,45323.1648,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,0,1024,0,0,1024,2.30,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8GB,"256GB SSD","AMD Radeon R7 M465",Windows,1.84kg,71874.72,1920,1080,NULL,No,"Full HD",Intel,i5,7300U,7,2.00,Upper-Mid,AMD,Mid-Range,8,256,0,0,0,256,1.84,Medium,No,14,Excellent,No
TOSHIBA,Notebook,13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.05kg,68464.8,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,128,0,0,0,128,1.05,Light,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050","Not Specified",2.5kg,54185.759999999995,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.50,Heavy,No,14,Excellent,No
DELL,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7660U 2.5GHz",16GB,"512GB SSD","Intel Iris Plus Graphics 640",Windows,1.29kg,119347.2,3200,1800,NULL,Yes,"Quad HD+",Intel,i7,7660U,7,2.00,High,Intel,Premium,16,512,0,0,0,512,1.29,Light,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.07kg,48484.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,2.07,Medium,No,14,Excellent,No
TOSHIBA,Ultrabook,13.3,1366x768,"Intel Core i5 6200U 2.3GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,1.2kg,58341.6,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.20,Light,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.37kg,103896,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.37,Medium,No,14,Excellent,No
ACER,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.56kg,48058.56,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.56,Medium,No,14,Excellent,No
DELL,Workstation,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1TB HDD","Nvidia Quadro M620",Windows,2.23kg,94731.84,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,0,1024,0,0,1024,2.23,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,2.38kg,56210.4,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,2.38,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","AMD Radeon R5 M430","Not Specified",2.2kg,25521.12,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.0kg,73952.64,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
LENOVO,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4GB,"180GB SSD","Intel HD Graphics 620",Windows,1.44kg,39160.799999999996,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,180,0,0,0,180,1.44,Medium,No,14,Excellent,No
SAMSUNG,Ultrabook,15,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.23kg,98514.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Premium,16,256,0,0,0,256,1.23,Light,No,14,Excellent,No
DELL,Ultrabook,12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.6kg,90043.2,1920,1080,NULL,No,"Full HD",Intel,i7,7600U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.60,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 505",Linux,2kg,21258.1872,1366,768,NULL,No,HD,Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,2.00,Medium,No,14,Excellent,No
XIAOMI,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.28kg,49816.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,1.28,Light,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,2.18kg,48618,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Mid-Range,4,128,1024,0,0,1152,2.18,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,2.04kg,44701.92,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,256,0,0,0,256,2.04,Medium,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,1.28kg,90576,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,4,256,0,0,0,256,1.28,Light,No,14,Excellent,No
HP,"2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,2.3kg,36486.14399999999,1366,768,NULL,Yes,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,4,0,500,0,0,500,2.30,Heavy,No,14,Excellent,No
ASUS,Notebook,14.1,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.65kg,18541.44,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.65,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8GB,"1TB HDD","Nvidia GeForce 940MX",Windows,2.2kg,35644.32,1920,1080,NULL,No,"Full HD",Intel,i7,6500U,6,2.00,High,NVIDIA,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",4GB,"500GB HDD","Intel HD Graphics",Windows,2.2kg,19660.32,1366,768,NULL,No,HD,Intel,Pentium,3710,NULL,1.00,Entry,Intel,Budget,4,0,500,0,0,500,2.20,Heavy,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,1.28kg,95850.72,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,4,256,0,0,0,256,1.28,Light,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i3 6006U 2.0GHz",4GB,"1TB HDD","AMD Radeon R5 M420X",Linux,2.18kg,24279.695999999996,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,0,1024,0,0,1024,2.18,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.2kg,72988.272,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,12,128,1024,0,0,1152,2.20,Heavy,No,14,Excellent,No
ACER,Netbook,11.6,"IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4GB,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.25kg,15824.16,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.25,Light,No,14,Excellent,No
LENOVO,Notebook,17.3,1600x900,"AMD A4-Series 7210 2.2GHz",4GB,"500GB HDD","AMD Radeon R3",Windows,2.8kg,20193.12,1600,900,NULL,No,HD+,AMD,A4-Series,7210,NULL,2.00,Entry,AMD,Budget,4,0,500,0,0,500,2.80,Heavy,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.95kg,67399.2,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,128,0,0,0,128,1.95,Medium,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","Intel HD Graphics 620",Windows,1.42kg,74538.72,3200,1800,NULL,Yes,"Quad HD+",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,16,256,0,0,0,256,1.42,Medium,No,14,Excellent,No
SAMSUNG,Ultrabook,15,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.17kg,90522.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,256,0,0,0,256,1.17,Light,No,14,Excellent,No
LENOVO,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.32kg,95850.72,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.32,Medium,No,14,Excellent,No
MSI,Gaming,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16GB,"512GB SSD +  2TB HDD","Nvidia GeForce GTX 1060",Windows,2.43kg,141138.72,3840,2160,NULL,No,UHD,Intel,i7,6700HQ,6,2.00,High,NVIDIA,Premium,16,512,2048,0,0,2560,2.43,Heavy,No,14,Excellent,Yes
TOSHIBA,Notebook,13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.05kg,78588,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.05,Light,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050Ti",Linux,2.62kg,49497.119999999995,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.62,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","Nvidia GeForce 930MX",Windows,2.04kg,47952,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.04,Medium,No,14,Excellent,No
